"user.index","sugg.select.utime","sugg.select.slot","sugg.select.update","sugg.decision.utime","sugg.decision.slot","send","jbsteps10","jbsteps30","jbsteps40","jbsteps60","jbsteps90","jbsteps120"
5,2015-08-15 13:00:00,1,2015-07-29,2015-08-15 13:02:30,1,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-15 17:00:00,2,2015-07-28,2015-08-15 17:03:10,2,FALSE,0,0,0,0,177,433
5,2015-08-16 00:30:00,5,2015-07-28,2015-08-16 00:33:13,5,FALSE,35,35,35,35,35,35
5,2015-08-16 13:00:00,1,2015-07-29,2015-08-16 13:01:31,1,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-16 17:00:00,2,2015-07-28,2015-08-16 17:01:41,2,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-16 19:00:00,3,2015-07-28,2015-08-16 19:01:40,3,FALSE,0,0,0,0,0,0
5,2015-08-17 00:30:00,5,2015-07-28,2015-08-17 00:31:31,5,TRUE,20,20,20,45,319,352
5,2015-08-17 13:00:00,1,2015-07-29,2015-08-17 13:02:15,1,TRUE,0,0,215,215,215,215
5,2015-08-17 17:00:00,2,2015-07-28,2015-08-17 17:01:43,2,FALSE,0,0,0,0,1031,1664
5,2015-08-17 19:00:00,3,2015-07-28,2015-08-17 19:01:46,3,TRUE,0,0,15,343,577,725
5,2015-08-17 22:00:00,4,2015-07-28,2015-08-17 22:04:07,4,TRUE,0,0,0,180,621,797
5,2015-08-18 00:30:00,5,2015-07-28,2015-08-18 00:31:37,5,TRUE,188,351,351,377,598,598
5,2015-08-18 13:00:00,1,2015-07-29,2015-08-18 13:01:14,1,FALSE,150,805,805,805,805,805
5,2015-08-18 17:00:00,2,2015-07-28,2015-08-18 17:02:00,2,TRUE,0,0,0,108,780,1060
5,2015-08-18 19:00:00,3,2015-07-28,2015-08-18 19:01:09,3,TRUE,674,815,815,815,815,1284
5,2015-08-19 00:30:00,5,2015-07-28,2015-08-19 00:33:01,5,FALSE,0,0,0,78,231,361
5,2015-08-19 13:00:00,1,2015-07-29,2015-08-19 13:01:52,1,FALSE,19,56,169,558,1351,2005
5,2015-08-19 17:00:00,2,2015-07-28,2015-08-19 17:01:37,2,TRUE,NA,NA,NA,NA,NA,NA
5,2015-08-19 19:00:00,3,2015-07-28,2015-08-19 19:01:50,3,FALSE,204,204,574,674,1117,1117
5,2015-08-19 22:00:00,4,2015-07-28,2015-08-19 22:01:35,4,FALSE,0,648,688,1340,1740,3973
5,2015-08-20 00:30:00,5,2015-07-28,2015-08-20 00:34:35,5,FALSE,0,232,232,272,272,272
5,2015-08-20 13:00:00,1,2015-07-29,2015-08-20 13:01:17,1,FALSE,0,0,27,718,1215,1215
5,2015-08-20 19:00:00,3,2015-07-28,2015-08-20 19:01:32,3,FALSE,133,552,781,1164,1659,1939
5,2015-08-20 22:00:00,4,2015-07-28,2015-08-20 22:03:32,4,TRUE,55,303,407,739,995,995
5,2015-08-21 00:30:00,5,2015-07-28,2015-08-21 00:31:36,5,TRUE,NA,NA,NA,NA,NA,NA
5,2015-08-21 13:00:00,1,2015-07-29,2015-08-21 13:01:45,1,FALSE,0,0,0,901,901,929
5,2015-08-21 17:00:00,2,2015-07-28,2015-08-21 17:02:02,2,FALSE,26,26,62,804,2066,2646
5,2015-08-21 19:00:00,3,2015-07-28,2015-08-21 19:01:42,3,FALSE,28,28,28,28,28,897
5,2015-08-22 00:30:00,5,2015-07-28,2015-08-22 00:32:37,5,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-22 13:00:00,1,2015-07-29,2015-08-22 13:01:35,1,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-22 17:00:00,2,2015-07-28,2015-08-22 17:01:51,2,TRUE,0,0,0,0,0,27
5,2015-08-22 19:00:00,3,2015-07-28,2015-08-22 19:03:09,3,TRUE,30,245,275,324,897,1246
5,2015-08-22 22:00:00,4,2015-07-28,2015-08-22 22:02:38,4,TRUE,32,91,91,113,404,668
5,2015-08-23 00:30:00,5,2015-07-28,2015-08-23 00:31:54,5,TRUE,0,84,84,84,105,292
5,2015-08-23 13:00:00,1,2015-07-29,2015-08-23 13:02:11,1,FALSE,0,0,0,0,0,0
5,2015-08-23 17:00:00,2,2015-07-28,2015-08-23 17:01:40,2,TRUE,0,0,24,50,204,204
5,2015-08-23 19:00:00,3,2015-07-28,2015-08-23 19:01:16,3,TRUE,NA,NA,NA,NA,NA,NA
5,2015-08-23 22:00:00,4,2015-07-28,2015-08-23 22:01:40,4,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-24 00:30:00,5,2015-07-28,2015-08-24 00:32:27,5,TRUE,NA,NA,NA,NA,NA,NA
5,2015-08-24 13:00:00,1,2015-07-29,2015-08-24 13:01:54,1,TRUE,0,0,24,1108,1133,1133
5,2015-08-24 17:00:00,2,2015-07-28,2015-08-24 17:01:02,2,FALSE,217,310,310,310,1551,2695
5,2015-08-24 19:00:00,3,2015-07-28,2015-08-24 19:01:03,3,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-24 22:00:00,4,2015-07-28,2015-08-24 22:03:06,4,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-25 00:30:00,5,2015-07-28,2015-08-25 00:31:55,5,TRUE,NA,NA,NA,NA,NA,NA
5,2015-08-25 13:00:00,1,2015-07-29,2015-08-25 13:02:49,1,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-25 17:00:00,2,2015-07-28,2015-08-25 17:01:33,2,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-25 19:00:00,3,2015-07-28,2015-08-25 19:02:42,3,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-26 00:30:00,5,2015-07-28,2015-08-26 00:31:46,5,TRUE,0,0,0,0,0,0
5,2015-08-26 13:00:00,1,2015-07-29,2015-08-26 13:01:41,1,TRUE,0,0,0,835,1524,1524
5,2015-08-26 17:00:00,2,2015-07-28,2015-08-26 17:02:39,2,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-26 19:00:00,3,2015-07-28,2015-08-26 19:02:34,3,FALSE,0,0,0,0,300,759
5,2015-08-26 22:00:00,4,2015-07-28,2015-08-26 22:02:02,4,FALSE,0,0,0,68,193,324
5,2015-08-27 00:30:00,5,2015-07-28,2015-08-27 00:32:02,5,TRUE,0,0,20,178,213,213
5,2015-08-27 13:00:00,1,2015-07-29,2015-08-27 13:02:12,1,FALSE,0,0,112,797,1335,1335
5,2015-08-27 17:00:00,2,2015-07-28,2015-08-27 17:02:32,2,TRUE,0,295,950,1303,1755,1755
5,2015-08-27 19:00:00,3,2015-07-28,2015-08-27 19:04:17,3,TRUE,0,0,0,0,0,445
5,2015-08-27 22:00:00,4,2015-07-28,2015-08-27 22:01:25,4,TRUE,237,983,1015,1015,1015,1015
5,2015-08-28 00:30:00,5,2015-07-28,2015-08-28 00:35:37,5,TRUE,NA,NA,NA,NA,NA,NA
5,2015-08-28 13:00:00,1,2015-07-29,2015-08-28 13:01:41,1,TRUE,0,0,28,762,853,853
5,2015-08-28 17:00:00,2,2015-07-28,2015-08-28 17:02:36,2,TRUE,0,11,11,459,1498,1581
5,2015-08-28 19:00:00,3,2015-07-28,2015-08-28 19:01:38,3,FALSE,74,157,229,730,730,1190
5,2015-08-28 22:00:00,4,2015-07-28,2015-08-28 22:01:15,4,FALSE,0,0,30,50,50,50
5,2015-08-29 00:30:00,5,2015-07-28,2015-08-29 00:32:05,5,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-29 13:00:00,1,2015-07-29,2015-08-29 13:02:08,1,FALSE,NA,NA,NA,NA,NA,NA
5,2015-08-29 17:00:00,2,2015-07-28,2015-08-29 17:02:06,2,TRUE,NA,NA,NA,NA,NA,NA
5,2015-08-29 19:00:00,3,2015-07-28,2015-08-29 19:05:05,3,TRUE,0,0,0,0,0,0
5,2015-08-30 00:30:00,5,2015-07-28,2015-08-30 00:32:11,5,FALSE,18,18,110,110,110,110
5,2015-08-30 13:00:00,1,2015-07-29,2015-08-30 13:04:34,1,FALSE,0,0,0,0,28,28
5,2015-08-30 17:00:00,2,2015-07-28,2015-08-30 17:01:32,2,FALSE,0,0,0,0,81,81
5,2015-08-30 19:00:00,3,2015-07-28,2015-08-30 19:01:43,3,TRUE,0,50,316,1226,2129,3309
5,2015-08-31 00:30:00,5,2015-07-28,2015-08-31 00:31:36,5,TRUE,69,69,69,69,69,69
5,2015-08-31 13:00:00,1,2015-07-29,2015-08-31 13:01:46,1,FALSE,0,859,859,859,958,986
5,2015-08-31 17:00:00,2,2015-07-28,2015-08-31 17:02:31,2,TRUE,468,975,1004,1004,1231,1231
5,2015-08-31 19:00:00,3,2015-07-28,2015-08-31 19:01:59,3,TRUE,0,0,77,830,1251,2248
5,2015-08-31 22:00:00,4,2015-07-28,2015-08-31 22:01:34,4,TRUE,NA,NA,NA,NA,NA,NA
5,2015-09-01 00:30:00,5,2015-07-28,2015-09-01 00:31:40,5,TRUE,NA,NA,NA,NA,NA,NA
5,2015-09-01 13:00:00,1,2015-07-29,2015-09-01 13:02:01,1,TRUE,0,0,0,0,0,0
5,2015-09-01 17:00:00,2,2015-07-28,2015-09-01 17:02:10,2,FALSE,0,22,282,467,555,1047
5,2015-09-01 19:00:00,3,2015-07-28,2015-09-01 19:01:43,3,TRUE,NA,NA,NA,NA,NA,NA
5,2015-09-01 22:00:00,4,2015-07-28,2015-09-01 22:03:12,4,TRUE,0,0,0,410,752,752
5,2015-09-02 00:30:00,5,2015-07-28,2015-09-02 00:31:09,5,FALSE,NA,NA,NA,NA,NA,NA
5,2015-09-02 13:00:00,1,2015-07-29,2015-09-02 13:02:12,1,TRUE,29,45,45,136,869,869
5,2015-09-02 17:00:00,2,2015-07-28,2015-09-02 17:01:35,2,FALSE,277,277,467,666,1575,1575
5,2015-09-02 19:00:00,3,2015-07-28,2015-09-02 19:01:33,3,TRUE,54,54,440,866,2111,2425
5,2015-09-02 22:00:00,4,2015-07-28,2015-09-02 22:01:31,4,TRUE,0,22,22,22,22,22
5,2015-09-03 00:30:00,5,2015-07-28,2015-09-03 00:31:06,5,FALSE,0,0,0,0,0,0
5,2015-09-03 17:00:00,2,2015-07-28,2015-09-03 17:02:37,2,FALSE,0,0,0,0,0,14
5,2015-09-03 19:00:00,3,2015-07-28,2015-09-03 19:01:00,3,TRUE,0,822,905,905,905,905
5,2015-09-03 22:00:00,4,2015-07-28,2015-09-03 22:03:42,4,TRUE,NA,NA,NA,NA,NA,NA
5,2015-09-04 00:30:00,5,2015-07-28,2015-09-04 00:31:10,5,FALSE,NA,NA,NA,NA,NA,NA
5,2015-09-04 13:00:00,1,2015-07-29,2015-09-04 13:01:41,1,TRUE,28,671,671,942,966,966
5,2015-09-04 17:00:00,2,2015-07-28,2015-09-04 17:01:31,2,FALSE,NA,NA,NA,NA,NA,NA
5,2015-09-04 19:00:00,3,2015-07-28,2015-09-04 19:02:30,3,TRUE,0,220,644,939,1784,1985
5,2015-09-05 13:00:00,1,2015-07-29,2015-09-05 13:01:46,1,FALSE,0,0,0,0,0,0
5,2015-09-05 17:00:00,2,2015-07-28,2015-09-05 17:01:32,2,TRUE,NA,NA,NA,NA,NA,NA
5,2015-09-05 19:00:00,3,2015-07-28,2015-09-05 19:01:50,3,FALSE,NA,NA,NA,NA,NA,NA
5,2015-09-05 22:00:00,4,2015-07-28,2015-09-05 22:01:36,4,FALSE,0,1654,2635,3180,3860,4845
5,2015-09-06 00:30:00,5,2015-07-28,2015-09-06 00:31:47,5,TRUE,56,91,91,91,192,267
5,2015-09-06 13:00:00,1,2015-07-29,2015-09-06 13:01:49,1,FALSE,0,0,95,187,361,480
5,2015-09-06 17:00:00,2,2015-07-28,2015-09-06 17:01:33,2,TRUE,NA,NA,NA,NA,NA,NA
5,2015-09-06 19:00:00,3,2015-07-28,2015-09-06 19:04:07,3,TRUE,0,0,0,0,37,37
5,2015-09-06 22:00:00,4,2015-07-28,2015-09-06 22:01:49,4,TRUE,0,0,0,11,1366,1610
5,2015-09-07 13:00:00,1,2015-07-29,2015-09-07 13:02:52,1,TRUE,0,32,32,32,32,32
5,2015-09-07 17:00:00,2,2015-07-28,2015-09-07 17:01:39,2,FALSE,24,24,24,24,95,95
5,2015-09-07 19:00:00,3,2015-07-28,2015-09-07 19:03:06,3,TRUE,18,18,18,130,197,904
5,2015-09-07 22:00:00,4,2015-07-28,2015-09-07 22:02:24,4,TRUE,0,0,0,0,0,165
5,2015-09-08 00:30:00,5,2015-07-28,2015-09-08 00:31:18,5,TRUE,0,0,0,0,0,0
5,2015-09-08 17:00:00,2,2015-07-28,2015-09-08 17:01:31,2,FALSE,0,0,501,760,1732,2500
5,2015-09-08 19:00:00,3,2015-07-28,2015-09-08 19:01:11,3,TRUE,0,442,442,442,1511,1645
5,2015-09-08 22:00:00,4,2015-07-28,2015-09-08 22:01:48,4,TRUE,NA,NA,NA,NA,NA,NA
6,2015-07-28 15:00:00,2,2015-07-28,2015-07-28 15:01:31,2,FALSE,0,0,0,0,141,141
6,2015-07-28 18:00:00,3,2015-07-28,2015-07-28 18:02:28,3,TRUE,0,40,60,60,278,871
6,2015-07-29 10:10:00,1,2015-07-28,2015-07-29 10:13:42,1,TRUE,50,50,153,496,496,1103
6,2015-07-29 15:00:00,2,2015-07-28,2015-07-29 15:01:31,2,TRUE,0,0,0,44,325,325
6,2015-07-29 18:00:00,3,2015-07-28,2015-07-29 18:02:03,3,FALSE,0,0,0,0,0,81
6,2015-07-29 22:00:00,4,2015-07-28,2015-07-29 22:04:06,4,FALSE,0,0,401,894,1283,1341
6,2015-07-30 00:00:00,5,2015-07-28,2015-07-30 00:02:40,5,TRUE,210,272,272,272,686,798
6,2015-07-30 10:10:00,1,2015-07-30,2015-07-30 10:11:58,1,FALSE,186,235,235,253,429,429
6,2015-07-31 00:00:00,5,2015-07-30,2015-07-31 00:01:31,5,TRUE,0,1140,2232,4382,6362,6453
6,2015-07-31 10:10:00,1,2015-07-30,2015-07-31 10:12:18,1,TRUE,0,19,19,19,19,19
6,2015-08-02 22:00:00,4,2015-08-01,2015-08-02 22:01:32,4,FALSE,105,334,334,334,334,334
6,2015-08-03 00:00:00,5,2015-08-02,2015-08-03 00:02:32,5,TRUE,0,0,0,0,449,449
6,2015-08-03 10:10:00,1,2015-08-03,2015-08-03 10:11:33,1,FALSE,69,331,331,331,331,331
6,2015-08-03 16:00:00,2,2015-08-03,2015-08-03 16:02:23,2,FALSE,23,23,46,551,705,1064
6,2015-08-03 18:00:00,3,2015-08-03,2015-08-03 18:02:33,3,TRUE,0,289,314,599,1021,1021
6,2015-08-04 00:00:00,5,2015-08-03,2015-08-04 00:01:32,5,FALSE,0,88,100,154,294,621
6,2015-08-04 16:00:00,2,2015-08-03,2015-08-04 16:03:04,2,FALSE,194,280,407,407,788,1078
6,2015-08-04 22:00:00,4,2015-08-03,2015-08-04 22:03:36,4,TRUE,126,349,349,495,648,648
6,2015-08-05 00:00:00,5,2015-08-03,2015-08-05 00:04:22,5,TRUE,0,0,0,0,75,376
6,2015-08-05 10:10:00,1,2015-08-04,2015-08-05 10:11:31,1,TRUE,18,18,52,630,630,987
6,2015-08-05 16:00:00,2,2015-08-03,2015-08-05 16:01:51,2,TRUE,195,312,333,333,522,522
6,2015-08-05 18:00:00,3,2015-08-03,2015-08-05 18:04:03,3,TRUE,0,0,115,115,115,519
6,2015-08-05 22:00:00,4,2015-08-03,2015-08-05 22:01:32,4,FALSE,NA,NA,NA,NA,NA,NA
6,2015-08-06 00:00:00,5,2015-08-03,2015-08-06 00:04:21,5,TRUE,0,0,55,257,362,637
6,2015-08-06 10:10:00,1,2015-08-04,2015-08-06 10:11:31,1,FALSE,299,318,318,318,318,318
6,2015-08-06 16:00:00,2,2015-08-03,2015-08-06 16:01:31,2,TRUE,498,498,498,498,498,498
6,2015-08-06 18:00:00,3,2015-08-03,2015-08-06 18:03:32,3,FALSE,269,566,566,988,1673,2021
6,2015-08-06 22:00:00,4,2015-08-03,2015-08-06 22:01:01,4,TRUE,0,31,106,720,1308,3267
6,2015-08-07 10:10:00,1,2015-08-04,2015-08-07 10:11:33,1,TRUE,0,0,134,561,561,1005
6,2015-08-07 16:00:00,2,2015-08-03,2015-08-07 16:03:19,2,TRUE,0,64,274,554,554,554
6,2015-08-07 18:00:00,3,2015-08-03,2015-08-07 18:03:24,3,TRUE,233,233,233,233,726,726
6,2015-08-08 00:00:00,5,2015-08-03,2015-08-08 00:07:32,5,TRUE,195,975,1009,2226,3302,3662
6,2015-08-08 10:10:00,1,2015-08-04,2015-08-08 10:12:03,1,FALSE,0,0,0,18,60,60
6,2015-08-08 16:00:00,2,2015-08-03,2015-08-08 16:03:46,2,FALSE,9,124,124,749,1259,2068
6,2015-08-08 18:00:00,3,2015-08-03,2015-08-08 18:01:25,3,TRUE,0,638,894,1123,1280,1854
6,2015-08-09 10:10:00,1,2015-08-04,2015-08-09 10:12:32,1,FALSE,0,0,0,0,23,23
6,2015-08-09 16:00:00,2,2015-08-03,2015-08-09 16:01:32,2,FALSE,84,801,931,1439,2121,2332
6,2015-08-09 18:00:00,3,2015-08-03,2015-08-09 18:05:49,3,FALSE,123,384,384,978,2285,3296
6,2015-08-09 22:00:00,4,2015-08-03,2015-08-09 22:02:01,4,TRUE,46,179,202,221,221,221
6,2015-08-10 00:00:00,5,2015-08-03,2015-08-10 00:12:18,5,TRUE,0,0,0,215,303,303
6,2015-08-11 10:10:00,1,2015-08-04,2015-08-11 10:11:33,1,TRUE,NA,NA,NA,NA,NA,NA
6,2015-08-12 10:10:00,1,2015-08-04,2015-08-12 10:13:20,1,TRUE,NA,NA,NA,NA,NA,NA
6,2015-08-12 16:00:00,2,2015-08-03,2015-08-12 16:09:08,2,TRUE,NA,NA,NA,NA,NA,NA
6,2015-08-12 18:00:00,3,2015-08-03,2015-08-12 18:09:08,3,FALSE,NA,NA,NA,NA,NA,NA
6,2015-08-12 22:00:00,4,2015-08-03,2015-08-12 22:03:19,4,TRUE,NA,NA,NA,NA,NA,NA
6,2015-08-13 00:00:00,5,2015-08-03,2015-08-13 00:00:46,5,TRUE,NA,NA,NA,NA,NA,NA
6,2015-08-13 10:10:00,1,2015-08-04,2015-08-13 10:13:03,1,FALSE,NA,NA,NA,NA,NA,NA
6,2015-08-13 18:00:00,3,2015-08-03,2015-08-13 18:01:31,3,TRUE,NA,NA,NA,NA,NA,NA
6,2015-08-14 00:00:00,5,2015-08-03,2015-08-14 00:14:07,5,TRUE,NA,NA,NA,NA,NA,NA
6,2015-08-14 10:10:00,1,2015-08-04,2015-08-14 10:11:31,1,TRUE,NA,NA,NA,NA,NA,NA
6,2015-08-14 16:00:00,2,2015-08-03,2015-08-14 16:02:14,2,FALSE,NA,NA,NA,NA,NA,NA
6,2015-08-14 18:00:00,3,2015-08-03,2015-08-14 18:01:38,3,FALSE,NA,NA,NA,NA,NA,NA
6,2015-08-14 22:00:00,4,2015-08-03,2015-08-14 22:09:08,4,TRUE,NA,NA,NA,NA,NA,NA
6,2015-08-15 10:10:00,1,2015-08-04,2015-08-15 10:11:59,1,FALSE,0,0,0,0,0,0
6,2015-08-15 22:00:00,4,2015-08-03,2015-08-15 22:01:30,4,TRUE,176,286,889,1458,2681,5778
6,2015-08-16 10:10:00,1,2015-08-04,2015-08-16 10:13:41,1,FALSE,0,0,0,0,0,20
6,2015-08-16 16:00:00,2,2015-08-03,2015-08-16 16:05:34,2,TRUE,0,0,119,998,1868,1942
6,2015-08-16 22:00:00,4,2015-08-03,2015-08-16 22:05:37,4,FALSE,0,0,97,194,276,403
6,2015-08-17 00:00:00,5,2015-08-03,2015-08-17 00:01:31,5,FALSE,321,426,426,446,874,874
6,2015-08-17 19:00:00,3,2015-08-03,2015-08-17 18:05:18,2,TRUE,0,0,0,201,259,417
6,2015-08-17 23:00:00,4,2015-08-03,2015-08-17 22:02:45,3,FALSE,125,218,218,218,655,870
6,2015-08-18 01:00:00,5,2015-08-03,2015-08-18 00:02:20,4,TRUE,0,0,0,0,0,0
6,2015-08-18 11:10:00,1,2015-08-04,2015-08-18 10:14:47,0,TRUE,0,0,48,48,459,561
6,2015-08-18 17:00:00,2,2015-08-03,2015-08-18 16:02:45,1,FALSE,0,0,183,345,524,687
6,2015-08-18 19:00:00,3,2015-08-03,2015-08-18 18:05:08,2,TRUE,0,123,151,268,359,678
6,2015-08-18 23:00:00,4,2015-08-03,2015-08-18 22:05:29,3,FALSE,0,61,156,199,199,296
6,2015-08-19 11:10:00,1,2015-08-04,2015-08-19 10:11:55,0,TRUE,0,18,18,18,134,413
6,2015-08-19 17:00:00,2,2015-08-03,2015-08-19 16:02:45,1,FALSE,0,136,136,218,529,743
6,2015-08-19 19:00:00,3,2015-08-03,2015-08-19 18:02:44,2,FALSE,0,116,116,171,824,1130
6,2015-08-19 23:00:00,4,2015-08-03,2015-08-19 22:02:10,3,TRUE,0,429,648,756,823,1237
6,2015-08-20 17:00:00,2,2015-08-03,2015-08-20 16:01:32,1,FALSE,398,398,656,1553,1713,2000
6,2015-08-20 23:00:00,4,2015-08-03,2015-08-20 22:04:25,3,TRUE,0,53,53,53,53,130
6,2015-08-21 10:10:00,1,2015-08-04,2015-08-21 10:14:05,1,FALSE,0,0,41,322,322,647
6,2015-08-21 16:00:00,2,2015-08-03,2015-08-21 16:05:46,2,TRUE,488,760,1392,1397,1397,1479
6,2015-08-21 18:00:00,3,2015-08-03,2015-08-21 18:02:56,3,FALSE,174,174,289,488,634,634
6,2015-08-21 22:00:00,4,2015-08-03,2015-08-21 22:03:32,4,TRUE,0,235,497,1185,1185,1185
6,2015-08-22 10:10:00,1,2015-08-04,2015-08-22 10:12:55,1,FALSE,0,0,0,0,21,21
6,2015-08-22 16:00:00,2,2015-08-03,2015-08-22 16:00:59,2,FALSE,0,456,456,725,1391,1797
6,2015-08-22 22:00:00,4,2015-08-03,2015-08-22 22:01:30,4,TRUE,0,95,122,170,391,1330
6,2015-08-23 00:00:00,5,2015-08-03,2015-08-23 00:01:41,5,TRUE,297,895,940,1392,2941,5107
6,2015-08-23 10:10:00,1,2015-08-04,2015-08-23 10:11:56,1,TRUE,52,114,114,114,114,114
6,2015-08-23 16:00:00,2,2015-08-03,2015-08-23 16:01:55,2,TRUE,0,0,0,0,961,1909
6,2015-08-23 22:00:00,4,2015-08-03,2015-08-23 22:04:12,4,TRUE,0,1021,1047,1363,1363,1667
6,2015-08-24 00:00:00,5,2015-08-03,2015-08-24 00:03:06,5,FALSE,0,0,0,187,374,491
6,2015-08-24 10:10:00,1,2015-08-04,2015-08-24 10:12:49,1,FALSE,0,0,88,345,345,673
6,2015-08-24 16:00:00,2,2015-08-03,2015-08-24 16:01:43,2,TRUE,93,376,376,376,376,696
6,2015-08-24 18:00:00,3,2015-08-03,2015-08-24 18:00:43,3,TRUE,0,39,39,39,430,430
6,2015-08-25 00:00:00,5,2015-08-03,2015-08-25 00:02:11,5,TRUE,0,103,103,103,497,882
6,2015-08-25 13:00:00,1,2015-08-25,2015-08-25 10:14:38,1,TRUE,0,209,412,412,412,412
6,2015-08-25 16:00:00,2,2015-08-25,2015-08-25 16:03:57,2,TRUE,0,0,207,392,451,561
6,2015-08-25 18:00:00,3,2015-08-25,2015-08-25 18:01:50,3,FALSE,21,21,21,21,140,1121
6,2015-08-25 22:00:00,4,2015-08-25,2015-08-25 22:00:46,4,FALSE,0,0,0,0,113,113
6,2015-08-26 00:00:00,5,2015-08-25,2015-08-26 00:04:04,5,FALSE,0,184,326,670,700,700
6,2015-08-26 13:00:00,1,2015-08-25,2015-08-26 13:01:31,1,FALSE,0,0,180,180,382,382
6,2015-08-26 18:00:00,3,2015-08-25,2015-08-26 18:03:03,3,TRUE,0,77,297,400,503,1337
6,2015-08-26 22:00:00,4,2015-08-25,2015-08-26 22:05:13,4,TRUE,69,163,163,163,201,201
6,2015-08-27 00:00:00,5,2015-08-25,2015-08-27 00:01:57,5,FALSE,0,31,31,31,31,31
6,2015-08-27 13:00:00,1,2015-08-25,2015-08-27 13:01:36,1,TRUE,0,206,419,548,708,906
6,2015-08-27 16:00:00,2,2015-08-25,2015-08-27 16:01:31,2,FALSE,0,256,341,434,472,528
6,2015-08-27 22:00:00,4,2015-08-25,2015-08-27 22:01:02,4,FALSE,33,103,116,287,422,451
6,2015-08-28 00:00:00,5,2015-08-25,2015-08-28 00:06:36,5,FALSE,143,313,354,467,467,629
6,2015-08-28 16:00:00,2,2015-08-25,2015-08-28 16:01:31,2,TRUE,70,294,294,294,596,837
6,2015-08-28 18:00:00,3,2015-08-25,2015-08-28 18:00:45,3,FALSE,0,0,0,161,432,432
6,2015-08-28 22:00:00,4,2015-08-25,2015-08-28 22:06:05,4,TRUE,73,213,213,603,920,1044
6,2015-08-29 00:00:00,5,2015-08-25,2015-08-29 00:06:18,5,TRUE,125,1090,1727,2275,3463,3970
6,2015-08-29 16:00:00,2,2015-08-29,2015-08-29 16:01:31,2,TRUE,94,192,255,683,704,899
6,2015-08-29 18:00:00,3,2015-08-29,2015-08-29 18:01:31,3,TRUE,96,96,172,172,320,481
6,2015-08-29 22:00:00,4,2015-08-29,2015-08-29 22:01:31,4,TRUE,449,718,718,1112,1112,1384
6,2015-08-30 00:00:00,5,2015-08-29,2015-08-30 00:06:12,5,TRUE,0,164,424,583,583,583
6,2015-08-30 13:00:00,1,2015-08-29,2015-08-30 13:06:09,1,TRUE,0,0,0,307,563,691
6,2015-08-30 18:00:00,3,2015-08-29,2015-08-30 18:00:53,3,TRUE,51,108,485,529,547,926
6,2015-08-30 22:00:00,4,2015-08-29,2015-08-30 22:02:05,4,TRUE,172,513,534,557,709,1116
6,2015-08-31 00:00:00,5,2015-08-29,2015-08-31 00:01:52,5,FALSE,0,42,42,248,248,248
6,2015-08-31 13:00:00,1,2015-08-29,2015-08-31 13:01:40,1,FALSE,0,315,315,795,4015,4849
6,2015-08-31 18:00:00,3,2015-08-29,2015-08-31 18:01:31,3,TRUE,45,45,78,101,101,101
6,2015-08-31 22:00:00,4,2015-08-29,2015-08-31 22:02:04,4,TRUE,0,203,350,899,1098,1229
6,2015-09-01 00:00:00,5,2015-08-29,2015-09-01 00:05:56,5,TRUE,0,0,538,702,1029,1098
6,2015-09-01 13:00:00,1,2015-08-29,2015-09-01 13:01:44,1,TRUE,19,19,106,149,646,946
6,2015-09-01 16:00:00,2,2015-08-29,2015-09-01 16:06:18,2,FALSE,270,419,419,710,965,1198
6,2015-09-01 18:00:00,3,2015-08-29,2015-09-01 18:02:01,3,TRUE,416,628,854,1808,2736,2936
6,2015-09-01 22:00:00,4,2015-08-29,2015-09-01 22:05:09,4,TRUE,19,42,42,212,381,3256
6,2015-09-02 00:00:00,5,2015-08-29,2015-09-02 00:04:59,5,FALSE,1095,1706,1706,1706,2003,2017
6,2015-09-02 13:00:00,1,2015-08-29,2015-09-02 13:05:16,1,FALSE,135,135,135,541,1181,1809
6,2015-09-02 18:00:00,3,2015-08-29,2015-09-02 18:03:21,3,FALSE,62,135,135,439,551,967
6,2015-09-02 22:00:00,4,2015-08-29,2015-09-02 22:01:26,4,FALSE,47,47,173,430,774,977
6,2015-09-03 13:00:00,1,2015-08-29,2015-09-03 13:03:50,1,FALSE,95,187,187,623,623,950
6,2015-09-03 16:00:00,2,2015-08-29,2015-09-03 16:01:58,2,FALSE,0,0,0,0,636,745
6,2015-09-03 18:00:00,3,2015-08-29,2015-09-03 18:05:57,3,FALSE,0,0,85,1035,2613,4255
6,2015-09-03 22:00:00,4,2015-08-29,2015-09-03 22:01:31,4,TRUE,18,234,311,479,1128,1639
6,2015-09-04 00:00:00,5,2015-08-29,2015-09-04 00:01:30,5,FALSE,0,29,29,96,336,852
